,Unnamed: 0,radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
6964,113783,LTE,440,50,47681,102464771,0,133.9185333252,34.66667175293,1000,3,1,1458589875,1486862499,0
6965,113784,LTE,440,50,47681,103571201,0,133.920937,34.665298,1000,4,1,1458589875,1492325846,0
6967,113786,LTE,440,50,47681,101637635,0,133.91578674316003,34.668045043945,1000,1,1,1451677669,1451677669,0
6969,113788,LTE,440,50,47681,101184769,0,133.925095,34.668808,1000,9,1,1458589875,1492325846,0
6970,113789,LTE,440,50,47681,102917379,0,133.91166687012,34.663925170898,1000,1,1,1456138450,1456138450,0
6979,113798,LTE,440,50,47681,106757121,0,133.91166687012,34.655685424805,1000,1,1,1430373676,1430373676,0
6980,113799,LTE,440,50,47681,106332162,0,133.90434299999998,34.666672,1000,6,1,1458589876,1462517854,0
6981,113800,LTE,440,50,47681,104122114,0,133.90205383301,34.659805297852,1000,1,1,1437464575,1437464575,0
6982,113801,LTE,440,50,47681,106757379,0,133.90754699707,34.662551879883,1000,1,1,1445802267,1445802267,0
6983,113802,LTE,440,50,47681,104114178,0,133.909836,34.668045,1000,3,1,1458589876,1462262976,0
6984,113803,LTE,440,50,47681,264832515,0,133.91166687012,34.670791625977,1000,1,1,1458206696,1458206696,0
6987,113806,LTE,440,50,47681,264768258,0,133.9185333252,34.662551879883,1000,3,1,1458589876,1492325846,0
7086,113905,LTE,440,50,47681,101637122,0,133.91578674316003,34.655685424805,1000,1,1,1458206684,1458206684,0
7087,113906,LTE,440,50,47681,101499651,0,133.919632,34.669968,1000,5,1,1458589875,1488711381,0
7088,113907,LTE,440,50,47681,102917378,0,133.912354,34.659805,1000,2,1,1458589875,1470045870,0
7091,113910,LTE,440,50,47681,102226947,0,133.926773,34.659348,1000,3,1,1458589875,1490609354,0
7097,113916,LTE,440,50,47681,101499138,0,133.925858,34.65889,1000,3,1,1458589875,1490609354,0
7098,113917,LTE,440,50,47681,102490881,0,133.918658,34.662552000000005,1000,11,1,1458589875,1492325846,0
7099,113918,LTE,440,50,47681,101212162,0,133.9102935791,34.668045043945,1000,18,1,1458589875,1463262332,0
7102,113921,LTE,440,50,47681,101640963,0,133.89930725098,34.66667175293,1000,2,1,1458589875,1461741573,0
7105,113924,LTE,440,50,47681,102464257,0,133.90926399999998,34.662552000000005,1000,4,1,1458589875,1486862499,0
7106,113925,LTE,440,50,47681,102464770,0,133.922653,34.665642,1000,4,1,1458589875,1473761095,0
7110,113929,LTE,440,50,47681,106756865,0,133.91990661621,34.654312133789,1000,1,1,1437437616,1437437616,0
7111,113930,LTE,440,50,47681,264774146,0,133.9185333252,34.661178588867,1000,7,1,1458589876,1492325800,0
7114,113933,LTE,440,50,47681,106759427,0,133.9281463623,34.669418334961,1000,1,1,1448704740,1448704740,0
7116,113935,LTE,440,50,47681,106757122,0,133.90892028808997,34.655685424805,1000,1,1,1430373676,1430373676,0
7119,113938,LTE,440,50,47681,264848386,0,133.91956299999998,34.665298,1000,4,1,1458589876,1492325800,0
7236,114055,LTE,440,50,47681,101210883,0,133.917435,34.660903999999995,1000,10,1,1458589875,1492325846,0
7237,114056,LTE,440,50,47681,101638913,0,133.90892028808997,34.655685424805,1000,1,1,1458206712,1458206712,0
7239,114058,LTE,440,50,47681,102918913,0,133.9102935791,34.655685424805,1000,1,1,1458206712,1458206712,0
7240,114059,LTE,440,50,47681,101637634,0,133.918141,34.666672,1000,7,1,1458589875,1491509931,0
7241,114060,LTE,440,50,47681,101210881,0,133.9185333252,34.661178588867,1000,13,1,1458589875,1492325800,0
7242,114061,LTE,440,50,47681,103571202,0,133.921672,34.664121,1000,7,1,1458589875,1489212075,0
7244,114063,LTE,440,50,47681,102920961,0,133.899307,34.661865,1000,4,1,1458589875,1470045870,0
7245,114064,LTE,440,50,47681,102464258,0,133.90205383301,34.654312133789,1000,2,1,1458589875,1461741573,0
7247,114066,LTE,440,50,47681,103643905,0,133.919449,34.669418,1000,3,1,1458589875,1486862499,0
7248,114067,LTE,440,50,47681,103506945,0,133.93089294433997,34.65705871582,1000,1,1,1449992567,1449992567,0
7249,114068,LTE,440,50,47681,101184258,0,133.903885,34.654312,1000,3,1,1458589875,1463261465,0
7250,114069,LTE,440,50,47681,103571203,0,133.9185333252,34.665298461914,1000,5,1,1458589875,1491509931,0
7251,114070,LTE,440,50,47681,101212163,0,133.904114,34.666672,1000,2,1,1458589875,1461741573,0
7254,114073,LTE,440,50,47681,105238017,0,133.91753500000002,34.662552000000005,1000,11,1,1458589876,1492325800,0
7256,114075,LTE,440,50,47681,106304256,0,133.90617370605,34.658432006836,1000,1,1,1436579689,1436579689,0
7259,114078,LTE,440,50,47681,105377536,0,133.928604,34.666672,1000,3,1,1458589876,1492325846,0
7261,114080,LTE,440,50,47681,264774148,0,133.91990661621,34.65705871582,1000,1,1,1458206684,1458206684,0
7262,114081,LTE,440,50,47681,264774145,0,133.9185333252,34.65705871582,1000,1,1,1458206684,1458206684,0
7266,114085,LTE,440,50,47681,264774144,0,133.926773,34.660492,1000,2,1,1458589876,1472640813,0
7270,114089,LTE,440,50,47681,104125954,0,133.924942,34.673309,1000,6,1,1458589876,1491248078,0
7272,114091,LTE,440,50,47681,107483904,0,133.91716003418,34.669418334961,1000,1,1,1448704740,1448704740,0
7273,114092,LTE,440,50,47681,264788225,0,133.926086,34.659805,1000,2,1,1458589876,1492325846,0
7395,114214,LTE,440,50,47681,104037891,0,133.91166687012,34.672164916992,1000,1,1,1456138450,1456138450,0
7399,114218,LTE,440,50,47681,102291203,0,133.920156,34.665361,1000,22,1,1458589875,1492325800,0
7400,114219,LTE,440,50,47681,102490115,0,133.925949,34.665572999999995,1000,5,1,1458589875,1492325846,0
7402,114221,LTE,440,50,47681,101639427,0,133.92677307129,34.670791625977,1000,5,1,1458589875,1490427631,0
7403,114222,LTE,440,50,47681,103643907,0,133.91166687012,34.672164916992,1000,1,1,1456138450,1456138450,0
7406,114225,LTE,440,50,47681,102200323,0,133.93089294433997,34.661178588867,1000,1,1,1449992567,1449992567,0
7407,114226,LTE,440,50,47681,102779138,0,133.92539978027,34.658432006836,1000,1,1,1448704740,1448704740,0
7408,114227,LTE,440,50,47681,104114177,0,133.9102935791,34.670791625977,1000,1,1,1456138450,1456138450,0
7411,114230,LTE,440,50,47681,101637377,0,133.91681699999998,34.662552000000005,1000,8,1,1458589875,1489297895,0
7412,114231,LTE,440,50,47681,104129793,0,133.91578674316003,34.66667175293,1000,1,1,1449541178,1449541178,0
7413,114232,LTE,440,50,47681,264807169,0,133.92677307129,34.673538208008,1000,1,1,1449305551,1449305551,0
7414,114233,LTE,440,50,47681,106332161,0,133.9102935791,34.668045043945,1000,49,1,1458589876,1463175887,0
7417,114236,LTE,440,50,47681,264784642,0,133.91166687012,34.668045043945,1000,1,1,1458206696,1458206696,0
7418,114237,LTE,440,50,47681,107483905,0,133.91578674316003,34.665298461914,1000,1,1,1448704740,1448704740,0
7420,114239,LTE,440,50,47681,106304258,0,133.902054,34.655228,1000,3,1,1458589876,1461663382,0
7421,114240,LTE,440,50,47681,264774149,0,133.9185333252,34.661178588867,1000,3,1,1458589876,1489212075,0
7447,114266,LTE,440,50,47681,264777473,0,133.89381408691003,34.659805297852,1000,1,1,1458295493,1458295493,0
7455,114274,LTE,440,50,47683,106417665,0,133.93089294433997,34.672164916992,1000,1,1,1424837122,1424837122,0
7486,114305,LTE,440,50,47687,102706691,0,133.92265319824,34.654312133789,1000,1,1,1437437370,1437437370,0
7503,114322,LTE,440,50,47689,101641219,0,133.882141,34.657745,1000,2,1,1458589882,1464991079,0
7517,114336,LTE,440,50,47689,102918401,0,133.89656066895,34.652938842773,1000,1,1,1429332580,1429332580,0
7520,114339,LTE,440,50,47690,103656193,0,133.92127990723,34.652938842773,1000,1,1,1437437616,1437437616,0
7522,114341,LTE,440,50,47690,101295875,0,133.906174,34.635773,1000,2,1,1458589882,1460106201,0
7523,114342,LTE,440,50,47690,106415873,0,133.90480041504,34.636459350586,1000,1,1,1456211362,1456211362,0
7524,114343,LTE,440,50,47689,104186369,0,133.894157,34.659805,1000,4,1,1458589882,1486862499,0
7525,114344,LTE,440,50,47690,106621953,0,133.9048,34.645844,1000,6,1,1458589883,1462341324,0
7526,114345,LTE,440,50,47690,102781955,0,133.90159599999998,34.649734,1000,3,1,1458589883,1464991081,0
7527,114346,LTE,440,50,47690,101191169,0,133.884201,34.639206,1000,2,1,1458589882,1480318234,0
7528,114347,LTE,440,50,47690,102575875,0,133.90480041504,34.636459350586,1000,1,1,1446007982,1446007982,0
7534,114353,LTE,440,50,47690,107496192,0,133.92127990723,34.655685424805,1000,1,1,1437437370,1437437370,0
7536,114355,LTE,440,50,47690,264767236,0,133.9185333252,34.632339477539,1000,1,1,1449992567,1449992567,0
7683,114502,LTE,440,50,47689,101641218,0,133.88557434082,34.652938842773,1000,1,1,1453256120,1453256120,0
7690,114509,LTE,440,50,47689,106761217,0,133.88969421387,34.655685424805,1000,1,1,1456472964,1456472964,0
7694,114513,LTE,440,50,47690,104132097,0,133.911667,34.644699,1000,2,1,1458589883,1487579506,0
7695,114514,LTE,440,50,47689,104186370,0,133.88282775879,34.659805297852,1000,1,1,1450094810,1450094810,0
7698,114517,LTE,440,50,47690,105380864,0,133.89381408691003,34.63508605957,1000,1,1,1429565541,1429565541,0
7699,114518,LTE,440,50,47690,102471169,0,133.88145446777,34.639205932617,1000,1,1,1451095750,1451095750,0
7701,114520,LTE,440,50,47689,102921217,0,133.89106750488,34.659805297852,1000,3,1,1458589882,1486862499,0
7702,114521,LTE,440,50,47690,106759168,0,133.90342712402,34.640579223633,1000,1,1,1456293075,1456293075,0
7703,114522,LTE,440,50,47689,106758400,0,133.90205383301,34.651565551758,1000,1,1,1455256503,1455256503,0
7704,114523,LTE,440,50,47690,102471683,0,133.92265319824,34.654312133789,1000,2,1,1458589882,1476006742,0
7706,114525,LTE,440,50,47689,105466369,0,133.88900800000002,34.659805,1000,2,1,1458589882,1464991079,0
7710,114529,LTE,440,50,47690,264767232,0,133.92402648926,34.637832641602,1000,1,1,1449992567,1449992567,0
7711,114530,LTE,440,50,47690,264775681,0,133.90754699707,34.650192260742,1000,1,1,1455256503,1455256503,0
7718,114537,LTE,440,50,47690,264773635,0,133.90617370605,34.637832641602,1000,1,1,1450858010,1450858010,0
7858,114677,LTE,440,50,47689,101638402,0,133.89930725098,34.650192260742,1000,1,1,1451095762,1451095762,0
7861,114680,LTE,440,50,47689,102571523,0,133.883286,34.647446,1000,3,1,1458589882,1492325852,0
7863,114682,LTE,440,50,47689,102575618,0,133.88145446777,34.63508605957,1000,1,1,1451095762,1451095762,0
7870,114689,LTE,440,50,47690,106759169,0,133.90068054199,34.63508605957,1000,1,1,1442902445,1442902445,0
7871,114690,LTE,440,50,47690,102471171,0,133.88145446777,34.63508605957,1000,1,1,1451095762,1451095762,0
7873,114692,LTE,440,50,47690,106415872,0,133.90617370605,34.63508605957,1000,20,1,1458589883,1463120211,0
7876,114695,LTE,440,50,47689,108026369,0,133.88145446777,34.658432006836,1000,1,1,1440824556,1440824556,0
7880,114699,LTE,440,50,47689,106758401,0,133.90205383301,34.651565551758,1000,1,1,1455256503,1455256503,0
7882,114701,LTE,440,50,47690,106758146,0,133.91098,34.642639,1000,2,1,1458589883,1462341324,0
7884,114703,LTE,440,50,47690,101295874,0,133.908577,34.636803,1000,4,1,1458589882,1487579506,0
7901,114720,LTE,440,50,47690,264777217,0,133.92539978027,34.641952514648,1000,1,1,1449992567,1449992567,0
8050,114869,LTE,440,50,47689,101291522,0,133.89518737793,34.646072387695,1000,1,1,1451095762,1451095762,0
8062,114881,LTE,440,50,47690,102464002,0,133.91716003418,34.630966186523,1000,1,1,1449992567,1449992567,0
8063,114882,LTE,440,50,47690,102775043,0,133.91716003418,34.630966186523,1000,1,1,1449992567,1449992567,0
8065,114884,LTE,440,50,47690,102227203,0,133.93089294433997,34.633712768555,1000,1,1,1436949576,1436949576,0
8066,114885,LTE,440,50,47690,106757891,0,133.89793395996,34.632339477539,1000,1,1,1458371737,1458371737,0
8068,114887,LTE,440,50,47689,106761219,0,133.88282775879,34.658432006836,1000,1,1,1453710778,1453710778,0
8069,114888,LTE,440,50,47689,108026368,0,133.8924407959,34.659805297852,1000,1,1,1458156394,1458156394,0
8070,114889,LTE,440,50,47690,106621955,0,133.90205383301,34.651565551758,1000,2,1,1458589883,1462517854,0
8073,114892,LTE,440,50,47690,105221377,0,133.924026,34.648819,1000,2,1,1458589883,1476006742,0
8086,114905,LTE,440,50,47690,264773634,0,133.90342712402,34.640579223633,1000,1,1,1451095743,1451095743,0
8205,115024,LTE,440,50,47689,101291521,0,133.8924407959,34.646072387695,1000,1,1,1451095762,1451095762,0
8211,115030,LTE,440,50,47690,106415874,0,133.90535,34.641129,1000,5,1,1458589883,1462341324,0
8214,115033,LTE,440,50,47690,105374208,0,133.90823400000002,34.630966,1000,2,1,1458589883,1464991081,0
8215,115034,LTE,440,50,47690,101495043,0,133.91304016113,34.630966186523,1000,1,1,1430329941,1430329941,0
8218,115037,LTE,440,50,47690,106311680,0,133.92677307129,34.65705871582,1000,1,1,1445802267,1445802267,0
8219,115038,LTE,440,50,47690,104122370,0,133.900681,34.635773,1000,2,1,1458589883,1464991081,0
8221,115040,LTE,440,50,47689,105373952,0,133.897247,34.646759,1000,2,1,1458589882,1464991081,0
8223,115042,LTE,440,50,47690,101501954,0,133.90068054199,34.647445678711,1000,1,1,1451095743,1451095743,0
8225,115044,LTE,440,50,47690,106621954,0,133.903427,34.645157,1000,3,1,1458589883,1462341324,0
8227,115046,LTE,440,50,47690,102775042,0,133.9151,34.63028,1000,2,1,1458589883,1464991081,0
8364,115183,LTE,440,50,47689,101291523,0,133.8924407959,34.646072387695,1000,1,1,1451095762,1451095762,0
8369,115188,LTE,440,50,47689,102571522,0,133.89656100000002,34.647446,1000,2,1,1458589882,1464991081,0
8378,115197,LTE,440,50,47689,105385472,0,133.881454,34.644699,1000,2,1,1458589882,1464991079,0
8379,115198,LTE,440,50,47690,101501955,0,133.902054,34.650192,1000,2,1,1458589882,1461741573,0
8381,115200,LTE,440,50,47690,102917889,0,133.90205383301,34.630966186523,1000,2,1,1458589883,1477994578,0
8386,115205,LTE,440,50,47690,102781954,0,133.90205383301,34.643325805664,1000,1,1,1451095743,1451095743,0
8387,115206,LTE,440,50,47690,102575874,0,133.90617370605,34.637832641602,1000,1,1,1430892318,1430892318,0
8389,115208,LTE,440,50,47690,101191171,0,133.88145446777,34.636459350586,1000,1,1,1451095762,1451095762,0
8390,115209,LTE,440,50,47690,104122369,0,133.90287800000002,34.639755,1000,5,1,1458589883,1487579506,0
8391,115210,LTE,440,50,47690,101637889,0,133.901367,34.630966,1000,2,1,1458589882,1464991081,0
8393,115212,LTE,440,50,47690,106304002,0,133.92127990723,34.633712768555,1000,1,1,1455716444,1455716444,0
8396,115215,LTE,440,50,47690,264796929,0,133.90480041504,34.650192260742,1000,1,1,1455256503,1455256503,0
8412,115231,LTE,440,50,47690,264794113,0,133.92539978027,34.646072387695,1000,1,1,1436949576,1436949576,0
8415,115234,LTE,440,50,47690,264797953,0,133.92677307129,34.654312133789,1000,1,1,1449992567,1449992567,0
160121,539908,LTE,440,51,47681,102917378,0,133.9102935791,34.661178588867,1000,38,1,1458920767,1489038227,0
160122,539909,LTE,440,51,47681,102490115,0,133.925552,34.665298,1000,63,1,1458920767,1492168220,0
160123,539910,LTE,440,51,47681,102918913,0,133.9102935791,34.655685424805,1000,37,1,1458920767,1492089717,0
160125,539912,LTE,440,51,47681,102917379,0,133.91166687012,34.663925170898,1000,11,1,1458920767,1485150461,0
160126,539913,LTE,440,51,47681,102291203,0,133.919017,34.665298,1000,88,1,1458920767,1492420451,0
160127,539914,LTE,440,51,47681,103506945,0,133.92951965332,34.65705871582,1000,63,1,1458920767,1491370650,0
160128,539915,LTE,440,51,47681,101639426,0,133.932175,34.66658,1000,15,1,1458920767,1489955510,0
160129,539916,LTE,440,51,47681,102226945,0,133.92951965332,34.658432006836,1000,109,1,1458920767,1492420451,0
160131,539918,LTE,440,51,47681,101639427,0,133.930069,34.670242,1000,5,1,1458920767,1482907108,0
160132,539919,LTE,440,51,47681,103571203,0,133.9185333252,34.665298461914,1000,30,1,1458920767,1492089270,0
160133,539920,LTE,440,51,47681,102464769,0,133.924118,34.669418,1000,15,1,1458920767,1482029456,0
160134,539921,LTE,440,51,47681,102464259,0,133.901301,34.659805,1000,31,1,1458920767,1487334003,0
160135,539922,LTE,440,51,47681,101210881,0,133.91990661621,34.659805297852,1000,20,1,1458920767,1486363852,0
160136,539923,LTE,440,51,47681,101499137,0,133.92677307129,34.661178588867,1000,66,1,1458920767,1492089270,0
160138,539925,LTE,440,51,47681,102490882,0,133.919983,34.657059000000004,1000,18,1,1458920767,1488431818,0
160139,539926,LTE,440,51,47681,101636866,0,133.918051,34.654312,1000,37,1,1458920767,1490683681,0
160140,539927,LTE,440,51,47681,101210883,0,133.9185333252,34.659805297852,1000,1,1,1450488043,1450488043,0
160141,539928,LTE,440,51,47681,101212163,0,133.906021,34.661331,1000,9,1,1458920767,1491456165,0
160142,539929,LTE,440,51,47681,102291201,0,133.92127990723,34.665298461914,1000,54,1,1458920767,1492420451,0
160144,539931,LTE,440,51,47681,103643905,0,133.91990661621,34.670791625977,1000,24,1,1458920767,1492089259,0
160145,539932,LTE,440,51,47681,102779138,0,133.92428700000002,34.657816,1000,58,1,1458920767,1491804486,0
160146,539933,LTE,440,51,47681,102464771,0,133.919907,34.669266,1000,9,1,1458920767,1482029456,0
160151,539938,LTE,440,51,47681,264768258,0,133.92283600000002,34.662552000000005,1000,15,1,1458920768,1492089270,0
160152,539939,LTE,440,51,47682,105286657,0,133.926773,34.635428999999995,1000,4,1,1458920768,1491370650,0
160155,539942,LTE,440,51,47681,264774148,0,133.918492,34.654229,1000,33,1,1458920768,1492089254,0
160160,539947,LTE,440,51,47681,264788226,0,133.923645,34.661179,1000,18,1,1458920768,1492089270,0
160161,539948,LTE,440,51,47681,264789505,0,133.92951965332,34.66667175293,1000,12,1,1458920768,1492420435,0
160207,539994,LTE,440,51,47687,102392322,0,133.92951965332,34.65705871582,1000,55,1,1458920770,1492089254,0
160214,540001,LTE,440,51,47687,102706691,0,133.930939,34.654129,1000,30,1,1458920770,1488812549,0
160238,540025,LTE,440,51,47689,264789761,0,133.901189,34.647446,1000,27,1,1458920771,1492219023,0
160240,540027,LTE,440,51,47690,101295875,0,133.90342712402,34.637832641602,1000,36,1,1458920771,1492420435,0
160241,540028,LTE,440,51,47690,101501954,0,133.90205383301,34.646072387695,1000,47,1,1458920771,1492168200,0
160247,540034,LTE,440,51,47690,102464003,0,133.91578700000002,34.636276,1000,15,1,1458920771,1492168220,0
160253,540040,LTE,440,51,47690,264770305,0,133.91201,34.635428999999995,1000,16,1,1458920771,1489738193,0
160255,540042,LTE,440,51,47690,102775043,0,133.91716003418,34.630966186523,1000,2,1,1458920771,1465278226,0
160256,540043,LTE,440,51,47690,103656193,0,133.92128,34.65303,1000,15,1,1458920771,1482476237,0
160257,540044,LTE,440,51,47690,264775681,0,133.90754699707,34.650192260742,1000,35,1,1458920771,1490683681,0
160258,540045,LTE,440,51,47690,264773637,0,133.900716,34.639241,1000,39,1,1458920771,1492420456,0
160259,540046,LTE,440,51,47690,264798721,0,133.89518737793,34.636459350586,1000,23,1,1458920771,1492089717,0
160260,540047,LTE,440,51,47690,264773635,0,133.907172,34.64008,1000,11,1,1458920771,1487666935,0
160261,540048,LTE,440,51,47690,264773634,0,133.90205383301,34.639205932617,1000,59,1,1458920771,1492089717,0
160262,540049,LTE,440,51,47690,264782849,0,133.90068054199,34.630966186523,1000,19,1,1458920771,1492089717,0
160263,540050,LTE,440,51,47690,264773890,0,133.9185333252,34.647445678711,1000,8,1,1458920771,1487578255,0
160264,540051,LTE,440,51,47690,264773893,0,133.91777,34.648666,1000,9,1,1458920771,1487578255,0
160266,540053,LTE,440,51,47690,104122369,0,133.902315,34.640578999999995,1000,79,1,1458920771,1492089717,0
160267,540054,LTE,440,51,47690,105374208,0,133.90754699707,34.630966186523,1000,39,1,1458920771,1492168195,0
160268,540055,LTE,440,51,47690,102575875,0,133.90342712402,34.637832641602,1000,50,1,1458920771,1492089270,0
160271,540058,LTE,440,51,47690,264777218,0,133.9254,34.642021,1000,20,1,1458920771,1491370650,0
160272,540059,LTE,440,51,47690,103544578,0,133.924507,34.640578999999995,1000,20,1,1458920771,1489556594,0
160273,540060,LTE,440,51,47690,264779777,0,133.894821,34.639114,1000,15,1,1458920771,1492219023,0
160276,540063,LTE,440,51,47690,264767235,0,133.922947,34.636459,1000,14,1,1458920771,1491370650,0
160449,540236,LTE,440,51,47681,102291202,0,133.92127990723,34.663925170898,1000,68,1,1458920767,1492168200,0
160450,540237,LTE,440,51,47681,102920961,0,133.901962,34.661545000000004,1000,15,1,1458920767,1492219023,0
160451,540238,LTE,440,51,47681,103571202,0,133.92127990723,34.663925170898,1000,61,1,1458920767,1492168200,0
160452,540239,LTE,440,51,47681,102464770,0,133.922653,34.665423,1000,22,1,1458920767,1484728643,0
160454,540241,LTE,440,51,47681,101638915,0,133.90754699707,34.650192260742,1000,42,1,1458920767,1490683681,0
160456,540243,LTE,440,51,47681,101184771,0,133.92127990723,34.669418334961,1000,3,1,1458920767,1492089265,0
160457,540244,LTE,440,51,47681,101637123,0,133.91166687012,34.655685424805,1000,28,1,1458920767,1492420456,0
160458,540245,LTE,440,51,47681,101210882,0,133.91990661621,34.65705871582,1000,77,1,1458920767,1490683681,0
160460,540247,LTE,440,51,47681,102490114,0,133.9281463623,34.662551879883,1000,28,1,1458920767,1490856013,0
160461,540248,LTE,440,51,47681,102781186,0,133.9151,34.672852,1000,2,1,1458920767,1459051744,0
160462,540249,LTE,440,51,47681,264782337,0,133.9254,34.671249,1000,3,1,1458920768,1479105412,0
160463,540250,LTE,440,51,47681,264774147,0,133.924141,34.658432,1000,24,1,1458920768,1492089270,0
160466,540253,LTE,440,51,47681,105441281,0,133.92951965332,34.662551879883,1000,7,1,1458920768,1474031363,0
160473,540260,LTE,440,51,47681,264825857,0,133.91990661621,34.673538208008,1000,3,1,1458920768,1491545312,0
160545,540332,LTE,440,51,47689,101291522,0,133.894272,34.646072,1000,3,1,1458920770,1482626158,0
160554,540341,LTE,440,51,47689,104186369,0,133.886698,34.658931,1000,11,1,1458920771,1486533371,0
160555,540342,LTE,440,51,47690,101184003,0,133.91843,34.635086,1000,53,1,1458920771,1491370661,0
160557,540344,LTE,440,51,47689,264768513,0,133.88237,34.655838,1000,9,1,1458920771,1492168195,0
160560,540347,LTE,440,51,47690,101184001,0,133.92265319824,34.636459350586,1000,34,1,1458920771,1491370661,0
160561,540348,LTE,440,51,47689,104186370,0,133.88008117676,34.658432006836,1000,10,1,1458920771,1485495172,0
160565,540352,LTE,440,51,47690,101191683,0,133.92425500000002,34.651565999999995,1000,60,1,1458920771,1492089254,0
160567,540354,LTE,440,51,47690,101501953,0,133.90823400000002,34.647205,1000,40,1,1458920771,1492420456,0
160568,540355,LTE,440,51,47690,101191169,0,133.885325,34.638457,1000,11,1,1458920771,1492219023,0
160569,540356,LTE,440,51,47690,102376193,0,133.921211,34.652939,1000,20,1,1458920771,1492089254,0
160570,540357,LTE,440,51,47690,101638146,0,133.921623,34.641609,1000,4,1,1458920771,1467008174,0
160572,540359,LTE,440,51,47690,101501955,0,133.90205383301,34.648818969727,1000,52,1,1458920771,1492219023,0
